Site,Participant_ID,RowNumber,session_id,age,attentioncorrect,big5_01_E,big5_02_Ar,big5_03_C,big5_04_N,big5_05_O,big5_06_Er,big5_07_A,big5_08_Cr,big5_09_Nr,big5_10_Or,elm_01,elm_02,elm_03,elm_04,elm_05,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06r,intrinsic_07r,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,major,mood_01,mood_02,nfc_01,nfc_02r,nfc_03r,nfc_04,nfc_05,nfc_06r,selfesteem,stress_01,stress_02r,stress_03r,stress_04,year,Station
UniversityOfFlorida,119,2202,7603245,20,I read the instructions,5,6,7,3,5,6,3,2,5,5,7,3,6,6,7,2,3,2,2,2,3,2,3,3,3,3,3,2,2,2,4,Sport Management,2,2,2,3,4,4,4,2,6,3,4,3,2,3,1
UniversityOfFlorida,12,193,7392517,18,I read the instructions,3,5,7,5,5,3,4,1,5,2,7,4,6,7,6,1,2,2,1,3,2,3,3,2,1,3,2,3,3,2,3,Communication Sciences and Disorders,2,2,2,3,3,3,4,2,4,2,4,3,2,1,1
UniversityOfFlorida,120,2203,7603261,19,i read the instructions,7,6,7,1,5,2,6,2,5,5,5,6,4,6,6,1,4,3,3,4,4,4,2,4,4,4,4,4,3,3,4,Wildlife conservation and management,2,2,3,4,4,4,3,2,7,1,5,4,1,3,4
UniversityOfFlorida,121,2592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
UniversityOfFlorida,122,2216,7603664,18,I read the instructions,5,3,6,3,5,5,5,2,6,2,6,3,2,5,3,1,2,2,1,3,2,3,3,3,2,4,3,1,3,2,4,Political Science,4,4,3,4,4,2,3,2,5,3,4,3,4,1,1
UniversityOfFlorida,123,2223,7603746,18,I read the instructions,7,5,6,4,7,2,7,3,7,1,8,8,8,7,7,2,3,2,2,4,2,2,3,3,3,3,3,2,3,2,4,Advertising,3,2,3,3,4,4,4,2,7,4,4,5,3,1,4
UniversityOfFlorida,124,2231,7603926,18,NA,5,4,6,4,6,4,6,2,6,2,7,6,3,7,7,2,4,3,2,3,4,2,3,4,4,4,4,2,4,4,4,Biology,3,3,4,2,2,3,4,4,5,4,4,2,3,1,1
UniversityOfFlorida,125,2232,7603965,21,I read the instructions,5,7,6,3,5,5,3,1,4,5,5,3,4,4,6,2,3,3,3,3,2,2,1,3,3,4,2,1,2,4,4,"Tourism, Recreation, and Event Management",7,6,2,2,2,4,4,3,3,4,2,2,4,3,4
UniversityOfFlorida,126,2234,7604098,18,I read the instructions,2,6,7,7,5,6,5,2,2,3,8,7,8,6,7,1,2,2,2,3,2,3,3,3,4,3,3,2,3,3,3,Health Science,3,2,4,2,3,3,4,2,2,4,2,3,3,1,4
UniversityOfFlorida,127,2235,7604153,18,NA,6,3,6,5,7,5,7,3,6,2,5,5,6,6,6,2,3,3,2,3,4,4,2,4,3,3,3,4,4,2,3,Business Administration,2,3,3,2,2,3,5,2,6,3,3,3,2,1,1
UniversityOfFlorida,128,2237,7604176,19,I read the instructions,6,2,7,2,6,2,6,2,6,1,6,4,6,7,7,2,3,3,3,4,3,3,2,4,3,3,3,2,4,3,4,Chemistry,3,3,3,1,2,3,4,1,6,5,5,5,2,2,2
UniversityOfFlorida,129,2378,7612627,18,I read the intructions,6,2,6,1,6,5,6,2,5,3,7,7,7,7,8,1,3,3,2,3,3,4,2,3,3,4,3,2,3,2,3,Biology,2,2,2,2,5,4,2,4,5,2,2,3,3,1,1
UniversityOfFlorida,13,2604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
UniversityOfFlorida,130,2379,7612669,19,I read the instructions,4,4,3,5,6,4,3,6,6,5,6,6,6,7,6,2,2,2,2,3,2,2,2,2,3,3,4,2,2,3,4,Biology,4,4,2,2,2,3,4,3,3,4,2,2,4,2,4
UniversityOfFlorida,131,2384,7612707,20,I read the instructions,5,4,5,3,5,3,3,3,6,6,7,6,7,8,9,2,3,3,3,2,3,2,2,3,4,4,4,2,3,2,3,biology,3,3,1,2,3,4,4,2,6,3,3,4,2,3,2
UniversityOfFlorida,132,2385,7612798,18,I read the instructions,4,1,6,3,7,4,6,1,6,1,8,2,7,8,9,1,2,1,1,2,3,1,2,2,2,4,4,3,4,2,4,Exploratory,4,2,2,2,4,3,4,2,5,2,4,2,2,1,4
UniversityOfFlorida,133,2388,7612849,18,i read the instructions,6,2,6,2,6,2,6,2,6,2,7,6,7,7,5,1,2,2,2,3,3,2,2,3,3,3,3,2,3,3,3,finance,2,2,2,4,2,3,3,2,5,4,4,3,3,1,1
UniversityOfFlorida,134,2392,7612909,18,i read the instructions,3,4,5,2,5,5,5,5,6,2,6,3,5,6,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,2,3,psychology,2,2,NA,2,3,2,4,3,5,4,4,4,4,1,2
UniversityOfFlorida,135,2395,7612916,19,I read the instructions,6,2,3,2,6,1,4,4,6,5,5,5,5,5,6,1,2,1,1,3,3,3,3,3,3,4,3,2,4,4,4,Nursing,2,2,3,4,3,2,5,4,3,2,4,3,5,1,3
UniversityOfFlorida,136,2468,7630889,20,NA,5,4,4,3,5,4,5,4,5,5,9,7,9,9,8,2,3,4,3,2,4,3,2,3,4,3,2,4,3,4,3,Microbiology and Cell Science,3,2,4,3,3,4,4,5,6,4,4,3,3,2,1
UniversityOfFlorida,137,2470,7631103,18,I read the instructions,7,1,5,1,7,1,6,5,7,2,6,2,5,3,5,2,4,4,4,4,4,2,2,4,4,3,3,3,3,3,3,Biomedical Engineering,5,3,4,1,2,5,5,3,7,2,3,3,4,1,1
UniversityOfFlorida,14,200,7397194,18,I read the instructions,3,4,6,5,5,7,5,4,5,5,6,5,6,6,5,1,3,4,3,4,3,2,3,3,3,3,2,3,4,4,3,Electrical Engineering,4,4,4,2,3,4,3,3,2,3,4,3,5,1,2
UniversityOfFlorida,15,203,7397324,18,I read the instructions,7,5,7,3,5,1,6,2,6,5,4,2,3,3,4,1,3,4,4,4,3,2,2,4,3,4,2,2,4,4,4,Chemistry,1,1,4,3,4,5,3,4,6,2,4,5,2,1,3
UniversityOfFlorida,16,204,7397325,18,I read the instructions,3,5,6,6,2,6,5,3,3,5,6,3,5,6,7,1,1,1,1,3,1,2,4,3,1,2,1,2,3,3,2,Health Sciences,3,2,2,3,4,2,2,4,5,4,3,3,4,1,4
UniversityOfFlorida,17,206,7397396,18,NA,6,4,6,4,5,3,4,4,4,3,8,5,5,5,6,1,2,2,2,2,3,4,4,4,4,3,3,1,3,3,3,pre professional health sciences,3,3,4,3,2,2,3,2,6,3,3,3,3,1,2
UniversityOfFlorida,18,207,7397397,18,I read the instructions,7,2,7,3,6,1,5,1,3,1,6,6,7,6,7,1,3,2,2,3,3,2,1,4,4,4,3,3,3,2,4,Sports Management,2,2,2,2,2,4,4,2,6,5,2,2,4,1,1
UniversityOfFlorida,19,211,7397559,18,I read the instructions,5,6,7,7,7,7,7,5,3,4,9,9,6,3,4,1,3,4,4,4,4,2,2,3,4,3,2,1,2,4,4,Psychology,2,2,1,2,3,4,4,3,5,2,5,5,3,1,1
UniversityOfFlorida,2,161,7380473,18,I read the instructions,3,6,6,6,4,7,3,4,3,7,7,9,8,7,7,2,4,4,4,3,2,3,2,2,4,4,2,2,4,4,3,Psychology,2,2,3,2,2,4,4,2,2,1,5,2,2,1,2
UniversityOfFlorida,20,210,7397557,18,I read the instructions,7,5,7,2,7,1,6,1,6,3,4,5,4,5,6,1,4,3,2,3,3,3,2,3,3,4,2,4,4,3,3,Applied Physiology and Kinesiology,2,2,4,3,3,2,3,3,6,4,4,3,4,1,2
UniversityOfFlorida,21,213,7397693,18,I read the instructions,6,2,7,2,7,1,5,1,6,3,9,9,8,9,9,1,4,2,1,4,4,3,4,4,4,4,3,2,3,1,4,public relations,2,1,2,2,4,2,2,3,6,1,5,4,1,1,4
UniversityOfFlorida,22,212,7397688,18,I read the instructions...but i also chose,6,1,6,1,6,2,5,1,7,3,7,5,7,6,7,2,3,3,2,3,3,2,2,3,4,4,2,2,2,3,3,Applied Physiology and Kinesiology,3,3,2,3,2,3,4,2,5,1,5,3,2,1,3
UniversityOfFlorida,23,259,7407086,18,I read the instructions,2,5,7,2,6,7,3,5,5,2,7,5,5,4,4,2,2,2,1,2,3,3,2,3,1,4,4,3,3,4,4,Health Science,2,2,4,4,4,2,4,2,3,3,3,3,4,1,2
UniversityOfFlorida,24,258,7407084,19,communicating with friends,6,5,6,6,7,2,6,1,4,5,6,5,3,3,2,1,2,2,1,2,3,3,3,3,2,3,3,2,2,2,3,Preprofessional,1,1,3,2,4,2,2,3,5,3,4,3,4,1,1
UniversityOfFlorida,25,261,7407270,18,I read the instructions but I clicked an option by accident.,3,3,7,3,7,6,6,1,4,1,1,4,3,3,2,1,2,2,2,4,2,4,2,3,3,4,4,3,3,4,4,Psychology,6,5,3,2,4,3,3,3,5,3,4,2,3,1,1
UniversityOfFlorida,26,264,7407328,18,I read the instructions,5,1,6,5,5,7,7,1,7,2,4,3,1,2,3,2,3,4,4,3,1,2,3,3,3,4,4,4,4,4,4,Biochemistry,2,2,2,4,5,2,5,2,5,1,4,4,2,1,4
UniversityOfFlorida,27,263,7407327,18,I read the instructions,5,4,7,5,5,5,6,1,7,3,4,5,4,2,3,1,3,3,3,4,2,2,2,4,4,2,2,4,4,2,3,Nutritional Sciences,2,2,3,3,4,4,3,2,5,4,5,4,1,1,3
UniversityOfFlorida,28,267,7407447,19,I read the instructions,2,6,7,1,7,6,2,2,6,7,7,7,7,8,5,2,4,4,3,4,4,2,2,4,4,4,2,2,4,4,4,Biology,2,2,4,2,4,4,2,2,6,2,2,4,2,2,1
UniversityOfFlorida,29,270,7407534,18,I read the instructions,2,3,5,7,3,6,6,5,5,6,4,2,3,4,1,1,1,2,1,2,1,3,4,2,2,4,4,1,2,1,3,Biology,4,4,2,3,5,3,2,4,4,5,3,2,4,1,2
UniversityOfFlorida,3,162,7380623,19,I read the instructions,7,2,6,1,7,2,6,3,7,2,7,6,7,8,9,2,3,3,3,4,3,2,1,3,2,4,4,2,3,2,4,aerospace engineering,2,2,4,2,4,4,4,2,6,3,4,3,3,1,2
UniversityOfFlorida,30,274,7407701,18,NA,7,6,7,7,7,5,6,5,5,3,3,2,3,5,5,1,3,2,2,3,2,3,3,2,3,4,3,1,3,3,4,Health Science,2,2,2,4,3,3,2,4,3,2,3,3,4,1,2
UniversityOfFlorida,31,273,7407692,21,I read the instructions,3,5,7,5,6,6,5,3,3,3,4,4,3,4,4,1,2,2,2,4,4,3,3,4,3,3,2,2,3,2,3,APK,4,3,4,2,2,3,3,3,6,3,4,3,4,3,1
UniversityOfFlorida,32,277,7407780,19,I read the instructions,5,5,6,5,6,4,6,2,5,1,5,6,7,6,7,1,2,3,2,4,4,2,3,3,2,3,4,3,4,4,3,Visual Art Studies and Premed,5,4,2,2,3,4,4,4,3,4,4,3,2,2,4
UniversityOfFlorida,33,341,7413283,18,I read the instructions,5,5,5,5,6,6,3,2,7,5,4,4,3,3,3,1,2,2,2,2,3,3,3,3,2,4,2,1,2,4,3,Advertising,3,2,2,3,4,2,1,3,5,4,4,3,3,1,1
UniversityOfFlorida,34,342,7413284,18,I read the instructions,6,6,7,5,5,3,5,1,5,4,4,1,1,1,1,1,2,3,2,4,2,2,2,4,4,4,4,4,4,4,4,Health Sciences,2,2,4,2,2,4,1,2,6,3,4,4,3,1,2
UniversityOfFlorida,35,346,7413330,20,I read the instructions,6,5,6,3,7,3,7,2,7,5,7,8,7,8,8,2,3,3,2,4,3,3,2,4,4,3,3,4,3,3,4,Chemistry,2,2,3,2,2,4,4,2,6,3,4,4,3,3,3
UniversityOfFlorida,36,347,7413331,18,I read the instructions,6,5,7,2,7,5,7,1,6,2,5,4,5,4,6,1,4,3,3,4,4,2,2,4,3,4,4,3,3,3,4,Biology,1,1,4,2,2,4,4,1,6,2,5,5,2,1,4
UniversityOfFlorida,37,352,7413429,20,I read the instructions,7,5,7,2,6,3,6,1,7,5,9,8,1,5,5,1,2,3,2,4,3,1,2,3,3,4,4,3,4,3,3,Biology/Anthropology,3,4,2,2,5,3,2,3,7,3,3,3,4,3,2
UniversityOfFlorida,38,351,7413428,21,I read the instructions,3,3,3,2,6,7,7,3,7,5,9,9,9,9,9,1,3,2,2,4,4,1,1,4,4,4,2,3,4,2,4,microbiology and cell science,5,5,2,5,2,4,5,3,7,1,5,5,1,3,1
UniversityOfFlorida,39,353,7413575,18,NA,7,7,7,7,7,7,7,7,7,7,6,7,7,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Education,3,3,2,3,3,3,3,3,3,4,4,5,5,1,2
UniversityOfFlorida,4,163,7380624,18,NA,5,2,6,3,7,5,6,1,5,6,6,4,5,4,4,1,3,3,2,3,2,2,2,4,4,4,2,3,4,1,4,Nursing,3,3,2,4,4,3,3,4,5,3,4,3,2,1,1
UniversityOfFlorida,40,2629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
UniversityOfFlorida,41,2630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
UniversityOfFlorida,42,523,7428367,18,I read the instructions.,6,5,6,3,3,2,5,2,3,5,7,5,6,6,6,1,2,2,2,2,2,3,3,3,3,3,3,2,3,4,3,Health Sciences Pre-law,2,2,2,2,4,2,2,4,3,4,4,3,3,1,4
UniversityOfFlorida,43,527,7428424,19,I read the instructions,3,5,7,2,5,7,6,1,6,5,7,6,6,7,7,2,3,1,1,3,3,3,4,4,3,3,1,2,4,3,2,Health Science,2,1,4,2,4,2,3,2,6,3,5,4,3,1,2
UniversityOfFlorida,44,528,7428430,18,i read the instructions,3,5,5,4,5,6,5,3,6,2,6,5,6,7,6,1,2,2,1,2,2,3,4,3,3,3,2,2,3,4,4,nursing,2,2,2,2,4,2,4,1,2,2,4,3,2,1,1
UniversityOfFlorida,45,533,7428512,18,I read the instructions,3,1,6,6,4,6,7,2,5,3,4,4,4,4,4,1,1,1,2,4,2,4,4,2,3,4,4,2,4,4,4,nursing,4,2,4,3,4,1,2,2,6,3,3,2,3,1,1
UniversityOfFlorida,46,534,7428513,19,I read the instructions,3,1,6,6,5,6,6,2,5,5,8,6,7,8,7,1,2,2,2,3,2,3,3,3,2,3,3,2,3,2,3,Nursing,2,2,2,2,2,3,4,2,2,3,4,4,3,1,2
UniversityOfFlorida,47,536,7428617,18,NA,6,5,7,4,6,3,6,4,6,3,8,6,7,8,7,1,2,2,1,3,2,2,3,3,2,4,3,2,3,3,4,Psychology Premed,4,4,2,2,2,3,4,4,2,3,2,4,4,1,1
UniversityOfFlorida,48,542,7428713,19,I read the instructions,6,5,5,5,5,5,5,3,5,2,7,7,7,7,7,1,2,2,2,4,4,4,4,4,3,3,3,3,4,4,4,Telecommunications,2,2,3,2,4,3,4,2,5,3,3,4,4,2,4
UniversityOfFlorida,49,543,7428714,18,I read the instructions,5,2,6,2,6,5,6,1,4,1,5,7,6,7,5,1,4,2,2,4,3,3,1,4,2,4,4,2,3,3,3,Psychology,5,5,4,2,4,3,5,3,5,4,3,3,3,1,3
UniversityOfFlorida,5,164,7380763,19,I read the instructions,4,3,5,3,5,5,3,1,5,3,4,2,1,2,3,1,2,3,2,3,2,2,2,3,4,3,2,2,3,2,2,Nursing,3,3,3,2,2,3,2,4,5,2,3,4,1,2,1
UniversityOfFlorida,50,596,7437677,18,I read the instructions,5,3,4,4,4,4,4,3,3,3,6,5,6,4,5,1,2,2,2,3,2,2,2,3,2,2,2,2,2,1,3,NA,4,3,4,2,2,4,4,4,3,3,3,3,4,1,2
UniversityOfFlorida,51,597,7437678,18,NA,5,1,5,5,5,5,6,1,5,1,9,9,5,5,9,2,3,2,2,3,3,3,3,3,2,3,3,2,2,2,3,Sport Management,2,2,2,3,4,3,3,2,5,1,5,3,1,1,1
UniversityOfFlorida,52,602,7437796,18,NA,5,2,7,2,7,1,7,1,5,2,7,4,6,7,8,1,3,2,2,3,2,3,3,2,4,4,4,4,4,4,4,Athletic Training,2,3,1,2,3,2,2,4,5,1,4,4,3,1,3
UniversityOfFlorida,53,603,7437797,18,I read the instructions,4,3,7,3,5,5,6,1,7,6,7,7,7,6,7,1,2,2,2,3,3,3,3,3,3,4,4,2,3,3,3,Applied Physiology and Kinesiology,2,2,4,4,3,2,3,4,6,3,4,3,2,1,4
UniversityOfFlorida,54,607,7437937,19,I read the instructions,7,5,5,2,6,1,5,4,3,1,8,5,5,6,5,1,3,3,3,3,3,2,2,4,4,4,4,2,3,4,4,Event Management,2,1,1,2,3,2,5,4,5,3,3,4,2,2,1
UniversityOfFlorida,55,615,7438163,18,I read the instructions,7,2,7,2,6,7,7,1,7,2,6,7,7,7,8,1,2,2,1,4,3,2,1,4,2,4,4,3,4,4,4,Psychology,6,4,3,2,4,3,4,2,4,2,4,3,5,1,1
UniversityOfFlorida,56,675,7444370,18,NA,6,5,5,4,4,3,5,2,6,5,6,6,5,5,4,1,2,2,1,3,2,3,3,2,2,3,3,2,3,1,3,Health Science,2,2,4,4,5,2,2,4,6,3,4,4,2,1,1
UniversityOfFlorida,57,677,7444389,19,NA,2,6,6,5,6,6,2,2,5,4,7,6,6,7,6,1,2,2,2,3,3,2,3,3,2,2,2,2,3,3,3,Nutrition,4,4,4,4,2,4,2,4,3,3,3,3,2,1,4
UniversityOfFlorida,58,676,7444388,18,I read the instructions,4,4,5,5,5,5,5,3,5,3,3,2,3,4,3,1,2,2,1,3,2,2,2,3,2,2,2,2,3,2,2,Nursing,2,2,3,2,3,3,4,3,5,2,4,4,2,1,3
UniversityOfFlorida,59,674,7444367,18,I read the instructions,6,3,7,5,5,6,7,2,5,2,5,5,6,7,6,1,2,2,2,3,3,3,2,3,3,4,3,3,3,2,3,Health Science,2,2,3,3,4,3,4,4,3,3,4,4,3,1,2
UniversityOfFlorida,6,184,7392224,18,I read the instructions,5,3,3,5,6,2,5,7,5,3,3,3,4,4,4,2,2,2,1,2,2,3,3,2,1,3,3,3,3,2,3,Undecided,2,2,1,3,4,2,4,2,5,3,3,2,4,2,1
UniversityOfFlorida,60,682,7444492,19,NA,4,2,3,2,5,5,6,5,5,3,7,6,7,5,5,1,2,1,1,4,4,4,3,4,4,4,3,3,2,4,4,"Parks, Recreation and Tourism",4,4,3,4,2,2,2,4,4,4,2,4,2,1,4
UniversityOfFlorida,61,686,7444527,20,NA,6,2,6,6,6,6,7,5,6,3,9,7,9,9,9,1,2,1,1,2,3,4,4,3,4,3,3,2,3,2,3,Food Science & Human Nutrition,2,2,2,4,5,3,3,4,2,3,3,3,4,2,1
UniversityOfFlorida,62,687,7444528,18,I read the instructions,6,2,7,3,5,2,7,1,7,2,7,9,9,9,9,1,3,2,1,3,3,2,3,3,2,3,3,4,3,2,4,Psychology,2,2,2,2,3,2,3,3,6,2,4,5,2,1,2
UniversityOfFlorida,63,813,7459911,18,I read the instructions,2,4,6,2,6,6,5,1,7,3,7,7,7,7,8,2,3,3,3,4,3,2,2,4,3,3,3,2,3,3,2,Biology and History,2,2,4,2,2,4,4,2,7,4,4,4,2,1,1
UniversityOfFlorida,64,814,7459912,18,I read the instructions,6,2,5,1,6,4,6,2,5,3,6,7,6,6,6,1,2,1,1,3,3,2,3,3,2,3,3,1,3,4,4,Applied Physiology and Kinesiology,2,2,2,4,4,2,2,2,6,3,3,3,3,1,2
UniversityOfFlorida,65,818,7460029,18,NA,4,4,6,2,6,5,5,4,3,2,4,3,3,3,1,1,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,Electrical Engineering,2,2,3,2,2,3,4,2,5,2,4,3,2,1,2
UniversityOfFlorida,66,817,7460027,18,I read the instructions,6,3,5,5,6,5,6,3,5,3,7,8,7,8,8,1,3,2,2,3,3,3,3,4,2,4,3,3,3,3,4,Health Science,2,2,2,2,4,2,4,3,6,3,4,4,3,1,1
UniversityOfFlorida,67,2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
UniversityOfFlorida,68,2656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
UniversityOfFlorida,69,842,7460355,20,I read the instructions,5,5,6,6,6,5,7,2,6,3,7,5,4,4,3,1,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,Psychology and Criminology,5,3,4,2,2,4,3,2,2,3,4,3,4,2,1
UniversityOfFlorida,7,183,7392222,18,I read the instructions,6,3,7,4,7,2,7,1,5,1,6,6,5,5,5,1,4,4,3,3,4,4,2,2,2,2,2,1,2,2,2,Computer/Electrical Engineering,3,3,2,1,5,3,5,2,6,2,4,4,3,1,2
UniversityOfFlorida,70,962,7474665,18,I read the instructions,6,2,7,1,6,1,6,1,5,5,6,4,5,2,4,1,2,2,2,4,4,3,2,4,3,4,2,2,3,3,4,Communication Sciences & Disorders,3,2,2,2,4,3,4,3,6,2,4,4,2,1,1
UniversityOfFlorida,71,968,7474710,19,NA,6,2,4,5,4,3,4,6,4,4,7,6,6,5,5,2,3,1,1,2,2,2,3,3,3,3,3,2,2,1,3,sports management,4,4,4,3,4,4,2,4,5,3,3,3,4,2,4
UniversityOfFlorida,72,969,7474770,20,NA,6,2,5,3,7,5,5,1,5,3,4,5,4,5,4,1,2,2,1,4,2,2,2,2,4,3,2,2,3,3,3,biochemistry,2,2,3,2,5,3,2,2,5,2,4,3,3,3,1
UniversityOfFlorida,73,973,7474829,19,I read the instructions,7,4,6,3,6,3,6,2,6,2,9,7,6,7,7,1,2,2,1,3,3,2,2,3,3,3,3,2,3,1,3,nursing,2,2,2,4,3,4,3,2,5,2,5,4,2,2,4
UniversityOfFlorida,74,974,7474852,18,I read the instructions,5,5,7,4,5,5,7,3,7,2,5,4,4,4,5,1,3,2,2,4,3,4,3,3,2,4,4,2,4,2,4,"Health Science, pre-physical therapy",4,4,4,1,4,3,4,2,5,1,5,4,2,1,1
UniversityOfFlorida,75,1056,7483561,19,"I read the instructions, but I still clicked one.",6,5,4,3,6,2,3,5,5,4,7,7,7,6,6,1,2,3,2,3,2,3,2,3,3,3,3,2,4,2,4,Microbiology,3,3,2,3,4,4,3,2,6,3,4,4,3,1,2
UniversityOfFlorida,76,1055,7483556,18,I read the instructions,6,5,5,5,6,5,6,4,5,3,7,6,6,6,6,2,3,2,2,4,3,2,2,3,1,3,2,2,2,2,3,Psychology,5,5,3,2,4,4,4,1,5,3,4,4,5,1,1
UniversityOfFlorida,77,1062,7483691,18,I read the instructions,7,5,7,2,7,3,7,1,7,1,3,2,1,5,5,1,3,4,2,4,4,1,1,4,3,4,4,4,4,2,4,Biology and Health Science,1,1,2,5,5,4,4,1,5,3,4,3,3,2,1
UniversityOfFlorida,78,1066,7483769,18,I read the instructions,5,5,6,3,5,5,6,2,7,5,6,4,3,6,5,1,3,2,1,3,2,3,2,3,3,4,2,3,4,4,4,pre-nursing,2,2,4,2,3,3,3,2,5,3,4,3,2,1,4
UniversityOfFlorida,79,1070,7483860,26,spending time with my family,7,7,7,6,7,1,7,1,4,5,8,9,9,7,7,1,4,3,2,4,4,3,2,3,3,4,3,2,3,3,4,"Family, Youth and Community Science",1,1,4,2,2,4,5,3,7,3,4,5,1,3,1
UniversityOfFlorida,8,2599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
UniversityOfFlorida,80,1075,7483914,18,I read the instructions,5,6,6,3,5,2,7,4,6,4,7,4,6,4,5,1,2,4,3,3,3,2,2,3,3,4,2,3,2,1,4,Psychology,5,5,4,2,3,2,4,3,6,3,4,3,4,1,1
UniversityOfFlorida,81,1139,7490394,18,I read the instructions,7,2,6,2,7,1,5,3,5,2,7,5,5,5,6,1,2,3,3,3,4,4,2,3,2,4,4,2,4,4,4,Civil Engineering,2,2,2,2,2,2,4,4,6,3,4,3,2,1,1
UniversityOfFlorida,82,1238,7501745,20,I read the instructions,6,4,6,6,5,3,6,3,3,3,5,3,6,5,7,1,2,1,1,2,2,1,3,2,2,2,3,3,2,3,3,Event Management,5,5,2,3,4,2,4,4,5,4,3,3,4,2,1
UniversityOfFlorida,83,1249,7501957,21,I read the instructions.,6,2,7,1,7,1,7,1,7,2,4,4,5,7,2,2,4,4,2,4,4,3,3,4,2,4,4,3,3,4,4,Computer Science,2,2,2,1,2,4,5,2,7,1,5,4,3,3,1
UniversityOfFlorida,84,1252,7502045,18,I read the instructions but still felt like answering the question anyways,2,6,6,6,3,7,3,2,4,5,5,4,3,2,4,2,2,2,2,2,3,3,4,3,3,3,2,1,2,3,3,Biology,4,4,2,3,4,3,3,3,3,4,2,2,4,1,1
UniversityOfFlorida,85,1254,7502085,19,I read the instructions,5,6,7,3,5,6,6,1,7,1,6,6,6,6,5,1,4,3,2,4,3,2,2,3,4,4,4,4,4,3,4,Health Science,4,3,2,2,4,4,4,3,6,2,4,4,2,1,4
UniversityOfFlorida,86,1447,7522048,18,I read the instructions,4,5,5,5,6,5,5,3,5,4,7,4,7,6,7,1,2,2,2,4,4,2,2,3,3,3,3,3,3,2,4,Sociology,3,3,4,2,2,3,4,3,4,3,3,4,3,1,1
UniversityOfFlorida,87,1454,7522474,18,I read the instructions,7,6,7,3,6,1,6,1,7,4,8,5,6,7,8,1,2,2,1,2,3,4,4,4,4,4,2,2,4,4,4,General Health Sciences,3,3,3,3,4,3,2,4,6,3,4,3,4,1,1
UniversityOfFlorida,88,1456,7522760,18,I read the instructions,3,2,7,5,6,5,7,2,7,3,7,3,7,7,5,1,2,2,2,3,3,3,2,4,3,3,4,1,3,4,4,Exploratory,4,5,2,2,5,4,4,3,5,3,4,4,3,1,1
UniversityOfFlorida,89,1515,7530073,19,NA,5,4,6,3,6,3,5,2,4,2,5,4,5,4,4,1,3,2,2,4,3,2,2,3,3,4,3,3,3,4,4,Sport Management,3,3,3,1,2,3,4,2,4,2,4,3,3,2,1
UniversityOfFlorida,9,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
